Time,Axe1X,Axe1Y,Axe1Z,Axe2X,Axe2Y,Axe2Z,Acquisition Number
607,216,-3938,-998,3843,422,-1372,1
608,316,-3972,-1171,3914,419,-1354,1
609,63,-3957,-1026,3914,437,-1368,1
610,126,-3928,-1107,3901,434,-1407,1
611,172,-3973,-1170,3894,399,-1372,1
612,203,-3971,-1046,3897,419,-1380,1
613,185,-3953,-981,3888,462,-1392,1
614,315,-3905,-1256,3838,486,-1478,1
615,185,-3942,-1159,3910,439,-1395,1
616,281,-4019,-1144,3898,456,-1377,1
617,316,-3990,-1091,3928,508,-1332,1
618,269,-3988,-1076,3971,456,-1245,1
619,250,-4039,-1010,3923,477,-1314,1
620,185,-3955,-1044,3883,488,-1413,1
621,189,-3991,-1205,3912,428,-1395,1
622,152,-3972,-1028,3914,427,-1393,1
623,137,-3942,-1208,3861,451,-1395,1
624,268,-3959,-1202,3881,393,-1375,1
625,219,-4006,-1062,3885,427,-1428,1
626,287,-3988,-1094,3830,454,-1404,1
627,141,-3875,-1204,3840,413,-1417,1
628,107,-3924,-1202,3878,421,-1402,1
629,169,-3955,-1077,3889,443,-1338,1
630,190,-4017,-920,3881,412,-1326,1
631,153,-3939,-1089,3885,441,-1336,1
632,141,-4003,-1160,3905,464,-1372,1
633,201,-3986,-1154,3891,440,-1346,1
634,169,-3988,-1046,3975,421,-1339,1
635,204,-4018,-1074,3893,446,-1376,1
636,318,-3976,-1156,3881,451,-1398,1
637,269,-3973,-1126,3879,487,-1356,1
638,302,-3987,-948,3870,480,-1336,1
639,138,-4033,-1047,3858,451,-1410,1
640,236,-3974,-1236,3918,489,-1394,1
641,250,-3973,-1094,3906,470,-1378,1
642,188,-3960,-1107,3911,453,-1330,1
643,266,-4007,-964,3908,419,-1303,1
644,234,-3958,-934,3883,408,-1359,1
645,143,-3905,-1189,3845,432,-1345,1
646,170,-4008,-1139,3911,403,-1317,1
647,152,-3974,-933,3918,439,-1375,1
648,189,-3937,-1015,3889,451,-1349,1
649,173,-3926,-1106,3872,417,-1404,1
650,200,-3940,-1124,3854,455,-1451,1
651,253,-3889,-1329,3910,483,-1380,1
652,218,-3956,-1013,3893,453,-1380,1
653,235,-3970,-1080,3850,472,-1349,1
654,184,-3957,-1143,3876,473,-1313,1
655,174,-3991,-994,3902,438,-1291,1
656,234,-3986,-951,3865,468,-1315,1
657,346,-4001,-1074,3929,483,-1346,1
658,270,-3953,-1170,3912,461,-1421,1
659,331,-3992,-1188,3928,508,-1387,1
660,191,-3954,-1094,3930,483,-1359,1
661,191,-4018,-946,3868,446,-1328,1
662,333,-3942,-1091,3874,460,-1372,1
663,170,-3907,-1173,3853,446,-1343,1
664,29,-3956,-1092,3868,396,-1359,1
665,173,-3975,-999,3910,454,-1386,1
666,221,-3955,-1090,3912,430,-1347,1
667,108,-3921,-951,3886,425,-1384,1
668,73,-3873,-1284,3869,428,-1371,1
669,415,-3990,-1144,3858,379,-1372,1
670,378,-4006,-1077,3882,457,-1385,1
671,364,-4004,-1077,3885,451,-1359,1
672,234,-3912,-1090,3908,446,-1377,1
673,297,-3944,-1138,3876,445,-1383,1
674,381,-3989,-1156,3904,471,-1368,1
675,105,-3976,-981,3910,479,-1365,1
676,187,-3922,-1153,3896,457,-1357,1
677,297,-3987,-1189,3909,515,-1385,1
678,187,-3941,-1144,3890,441,-1436,1
679,153,-3907,-1110,3908,469,-1353,1
680,253,-3986,-1060,3886,478,-1326,1
681,255,-3987,-1030,3843,499,-1343,1
682,122,-3939,-1112,3862,474,-1376,1
683,221,-3832,-1234,3853,515,-1360,1
684,205,-4017,-947,3904,405,-1397,1
685,317,-3972,-1189,3920,413,-1378,1
686,125,-3938,-1314,3870,425,-1416,1
687,207,-3909,-1218,3927,477,-1269,1
688,235,-4146,-743,3947,371,-1445,1
689,415,-3873,-1588,3946,410,-1435,1
690,159,-3992,-1255,3918,430,-1311,1
691,-98,-3924,-820,3852,380,-1515,1
692,-39,-3874,-1475,3930,454,-1317,1
693,651,-3991,-1112,3888,439,-1394,1
694,265,-4148,-629,3924,386,-1344,1
695,266,-3830,-1457,3864,510,-1361,1
696,255,-3985,-1125,3943,406,-1427,1
697,523,-4051,-1144,3947,459,-1330,1
698,333,-4005,-916,3872,486,-1355,1
699,223,-3921,-1301,3895,452,-1330,1
700,170,-3926,-982,3803,424,-1504,1
701,280,-3960,-1426,3987,407,-1390,1
702,95,-3925,-1188,3907,471,-1301,1
703,-98,-4053,-680,3867,419,-1395,1
704,280,-3829,-1416,3838,472,-1248,1
705,284,-3878,-1202,3898,454,-1370,1
706,267,-3987,-936,3857,421,-1390,1
707,223,-3990,-1090,3899,473,-1341,1
708,395,-4102,-1026,3949,501,-1368,1
709,138,-3906,-1010,3856,403,-1353,1
710,267,-3924,-1350,3875,463,-1466,1
711,158,-3880,-1334,3911,430,-1349,1
712,175,-4083,-806,3908,431,-1340,1
713,382,-3938,-1255,3918,507,-1295,1
714,188,-3895,-1238,3885,477,-1282,1
715,205,-4006,-740,3898,479,-1345,1
716,233,-3905,-1316,3900,483,-1297,1
717,171,-3990,-1128,3894,466,-1386,1
718,127,-3960,-1076,3871,430,-1412,1
719,223,-3893,-1335,3845,429,-1417,1
720,217,-3943,-1218,3830,403,-1420,1
721,265,-4054,-946,3912,403,-1412,1
722,345,-3941,-1334,3898,454,-1434,1
723,267,-3960,-1191,3835,470,-1396,1
724,121,-3958,-1000,3831,437,-1360,1
725,-5,-3907,-1080,3874,397,-1359,1
726,461,-3908,-1203,3882,446,-1362,1
727,366,-3987,-1009,3838,454,-1410,1
728,266,-3954,-1204,3871,446,-1399,1
729,316,-3960,-1188,3868,454,-1394,1
730,159,-4001,-851,3912,469,-1327,1
731,254,-4001,-1153,3895,440,-1397,1
732,238,-3970,-1288,3904,506,-1351,1
733,156,-3941,-1013,3901,448,-1430,1
734,271,-3909,-1170,3864,471,-1455,1
735,344,-3858,-1299,3870,403,-1347,1
736,382,-4054,-897,3888,464,-1349,1
737,255,-3910,-1190,3879,440,-1370,1
738,299,-3875,-1268,3866,433,-1408,1
739,221,-4006,-897,3914,454,-1283,1
740,223,-3909,-1126,3911,460,-1282,1
741,267,-3923,-1112,3873,429,-1336,1
742,233,-3956,-1079,3888,454,-1424,1
743,187,-3927,-1171,3861,444,-1465,1
744,191,-3959,-1304,3894,425,-1443,1
745,89,-3972,-1111,3910,440,-1414,1
746,105,-3957,-1062,3922,439,-1374,1
747,377,-3991,-1048,3867,441,-1341,1
748,271,-3972,-1137,3934,419,-1361,1
749,315,-3973,-1060,3874,492,-1360,1
750,15,-4003,-967,4004,422,-1278,1
751,27,-3943,-1074,3643,357,-1288,1
752,92,-4018,-1090,3941,523,-1214,1
753,237,-3986,-1206,3937,446,-1492,1
754,409,-4004,-1141,3954,453,-1368,1
755,206,-3879,-1028,3863,439,-1373,1
756,105,-3924,-871,3941,462,-1421,1
757,76,-3877,-1363,3787,496,-1402,1
758,141,-4008,-1044,4037,469,-1444,1
759,330,-3992,-1074,3899,381,-1469,1
760,393,-4129,-1173,3893,375,-1388,1
761,203,-3975,-915,3783,400,-1334,1
762,109,-4036,-723,3772,345,-1332,1
763,312,-3973,-1352,3876,458,-1360,1
764,-134,-3939,-851,3949,350,-1303,1
765,574,-4070,-834,3907,454,-1366,1
766,168,-3955,-1254,3943,363,-1411,1
767,506,-3893,-1410,3856,397,-1403,1
768,312,-3989,-904,3895,486,-1413,1
769,442,-3954,-1303,3894,535,-1291,1
770,-21,-4007,-904,3915,431,-1365,1
771,398,-3970,-1122,3946,433,-1342,1
772,283,-4005,-1112,3940,399,-1301,1
773,40,-4022,-870,3914,367,-1320,1
774,204,-3942,-696,3934,475,-1306,1
775,463,-3959,-1333,3914,469,-1349,1
776,123,-3944,-834,3858,397,-1444,1
777,351,-3843,-1587,3893,438,-1418,1
778,153,-4054,-757,3925,546,-1351,1
779,207,-4020,-1042,3912,464,-1339,1
780,169,-3910,-1076,3885,495,-1422,1
781,45,-3797,-1384,3845,417,-1324,1
782,316,-4118,-818,3895,420,-1287,1
783,331,-4004,-1041,3934,464,-1376,1
784,139,-3959,-1142,3874,379,-1435,1
785,171,-3843,-1170,3883,448,-1463,1
786,254,-3987,-1220,3882,517,-1330,1
787,203,-4003,-834,3930,462,-1286,1
788,312,-3987,-1078,3842,496,-1377,1
789,126,-3879,-1331,3899,471,-1396,1
790,40,-3874,-1075,3872,391,-1386,1
791,218,-4098,-824,3971,529,-1247,1
792,-20,-4018,-964,3937,421,-1368,1
793,-87,-3811,-1457,3908,447,-1404,1
794,184,-3926,-1186,3889,584,-1410,1
795,186,-4085,-936,3955,443,-1412,1
796,89,-4035,-984,3990,405,-1352,1
797,233,-4003,-993,3882,499,-1357,1
798,10,-3925,-1217,3799,375,-1403,1
799,-20,-3939,-1154,3927,391,-1352,1
800,345,-3955,-1032,3829,413,-1272,1
801,317,-4056,-899,3845,409,-1299,1
802,463,-3992,-1384,3904,499,-1383,1
803,175,-3891,-1428,3933,500,-1401,1
804,207,-4006,-933,3919,446,-1384,1
805,392,-4017,-1057,3883,483,-1402,1
806,141,-3927,-1158,3858,416,-1438,1
807,202,-3875,-1333,3896,433,-1392,1
808,107,-3941,-920,3912,442,-1367,1
809,287,-4008,-962,3974,410,-1297,1
810,239,-3907,-1032,3877,415,-1343,1
811,427,-3973,-1254,3937,493,-1343,1
812,62,-3970,-1062,3928,465,-1384,1
813,249,-4037,-999,3935,443,-1353,1
814,365,-3954,-1059,3847,494,-1386,1
815,77,-3896,-1252,3891,453,-1400,1
816,285,-3924,-1269,3919,456,-1351,1
817,271,-4006,-855,3885,446,-1306,1
818,250,-3987,-904,3897,441,-1326,1
819,300,-3878,-1125,3862,421,-1398,1
820,332,-3879,-1255,3823,420,-1449,1
821,185,-4004,-1189,3939,434,-1396,1
822,316,-4008,-932,3913,441,-1351,1
823,186,-3969,-962,3860,374,-1366,1
824,285,-3922,-1250,3890,485,-1349,1
825,207,-3957,-1028,3862,399,-1346,1
826,233,-4018,-981,3915,437,-1300,1
827,109,-3988,-1032,3909,421,-1371,1
828,233,-3911,-1252,3890,451,-1416,1
829,121,-3906,-1064,3864,448,-1459,1
830,317,-3969,-1171,3944,518,-1286,1
831,77,-3991,-803,3950,459,-1374,1
832,172,-3880,-1185,3880,466,-1369,1
833,266,-3955,-1249,3887,453,-1399,1
834,235,-3959,-1093,3890,475,-1343,1
1,-84,-4355,462,3903,312,-1452,2
2,1036,-4451,-264,3942,346,-968,2
3,447,-4216,-402,3599,646,-1286,2
4,-278,-3398,-2533,3477,390,-1666,2
5,574,-4485,-900,4238,435,-1627,2
6,237,-4198,-1143,4160,243,-1551,2
7,175,-4051,-646,3972,481,-1040,2
8,137,-3604,-1044,3726,454,-1184,2
9,488,-3927,-1426,3794,634,-1456,2
10,298,-3925,-1683,3829,326,-1481,2
11,26,-4371,-440,4143,311,-1131,2
12,552,-4385,-359,4052,475,-1167,2
13,74,-3382,-2374,3689,365,-1577,2
14,685,-3460,-2737,3846,531,-1319,2
15,59,-4407,686,3941,380,-1301,2
16,136,-4002,-1271,4045,456,-1076,2
17,156,-3800,-1669,3915,533,-1538,2
18,329,-3779,-1732,3816,481,-1509,2
19,173,-4148,-626,3891,564,-1406,2
20,379,-3928,-1426,3801,386,-1304,2
21,285,-4082,-578,3920,442,-1380,2
22,221,-3729,-1416,3921,579,-1346,2
23,26,-4036,-966,3846,498,-1439,2
24,-535,-3650,-1524,3846,302,-1399,2
25,411,-4163,-773,3931,500,-1360,2
26,377,-4145,-836,3939,515,-1208,2
27,351,-4071,-1314,3938,533,-1248,2
28,-84,-3812,-1026,3819,392,-1469,2
29,254,-4066,-1192,3788,365,-1552,2
30,463,-4054,-1544,3939,511,-1505,2
31,333,-4226,-438,4009,590,-1139,2
32,296,-4342,268,3958,570,-1128,2
33,173,-3607,-2001,3670,336,-1546,2
34,217,-4001,-1745,3836,453,-1549,2
35,490,-4086,-1062,3976,547,-1361,2
36,571,-4310,-198,4053,502,-1208,2
37,79,-3890,-1239,3706,267,-1476,2
38,-312,-3634,-1377,3778,271,-1528,2
39,604,-3992,-1185,3950,658,-1430,2
40,797,-4293,-467,4062,644,-1191,2
41,-408,-3683,-1044,3827,166,-1348,2
42,271,-4083,-1224,3816,508,-1510,2
43,494,-4099,-1506,3978,356,-1446,2
44,-403,-3942,-1334,3929,350,-1493,2
45,235,-4338,-612,3888,709,-1304,2
46,605,-3892,-962,3752,312,-1518,2
47,479,-3588,-1508,3573,233,-1600,2
48,1289,-4247,-1416,3967,591,-1523,2
49,555,-4407,-310,4178,390,-1028,2
50,-84,-4418,-102,4082,495,-1294,2
51,-182,-3367,-2229,3636,481,-1495,2
52,668,-3541,-2307,3706,349,-1531,2
53,284,-4209,-279,3924,471,-1340,2
54,1182,-4417,-663,4150,644,-1146,2
55,-696,-3831,-835,3812,283,-1390,2
56,713,-3814,-1922,3777,680,-1410,2
57,44,-3975,-869,3772,466,-1462,2
58,395,-3893,-1426,4108,636,-1100,2
59,-257,-4134,77,3951,462,-1237,2
60,92,-3735,-1940,3778,456,-1408,2
61,203,-3700,-1845,3822,350,-1612,2
62,425,-3843,-1205,3894,476,-1338,2
63,222,-4280,168,4066,563,-1073,2
64,542,-3942,-914,3770,489,-1219,2
65,-97,-3747,-1127,3799,424,-1494,2
66,-36,-3655,-2164,3981,471,-1483,2
67,857,-4358,-726,4057,641,-1440,2
68,281,-3958,-1043,3914,443,-1148,2
69,539,-4018,-408,3702,449,-1416,2
70,-241,-3430,-1891,3656,361,-1410,2
71,201,-4081,-998,3921,348,-1267,2
72,619,-4358,-595,4042,350,-1270,2
73,-355,-3990,-456,4008,501,-1319,2
74,-68,-3571,-1810,3721,398,-1489,2
75,173,-3955,-984,3896,469,-1321,2
76,286,-4020,-1175,3987,476,-1386,2
77,287,-4069,-982,4057,508,-1328,2
78,172,-4022,-1205,3964,568,-1275,2
79,137,-3959,-531,3796,418,-1471,2
80,574,-3959,-1685,3858,446,-1470,2
81,248,-4129,-769,3878,405,-1206,2
82,248,-4051,-888,3885,480,-1366,2
83,378,-4085,-872,3858,535,-1404,2
84,11,-3764,-1702,3782,346,-1561,2
85,397,-4035,-854,3954,388,-1442,2
86,-83,-3666,-1608,3871,550,-1315,2
87,124,-3969,-993,3913,656,-1510,2
88,315,-3747,-1284,3879,438,-1212,2
89,-120,-4070,90,3816,436,-1418,2
90,105,-3489,-2503,3811,313,-1493,2
91,350,-4130,-1317,3912,294,-1437,2
92,814,-4050,-680,3973,545,-1282,2
93,686,-3971,-1059,3997,574,-1266,2
94,-242,-3684,-1589,3829,417,-1493,2
95,57,-4018,-1141,3833,374,-1486,2
96,281,-4023,-1383,3941,459,-1436,2
97,859,-4306,-1093,3910,331,-1321,2
98,891,-4259,-902,3959,451,-1194,2
99,703,-3683,-1286,3742,480,-1339,2
100,201,-3922,-1846,3887,606,-1277,2
101,-227,-4085,-54,3841,402,-1176,2
102,221,-3891,-1701,3941,377,-1329,2
103,584,-4034,-1315,3869,561,-1438,2
104,478,-4120,-868,3881,496,-1274,2
105,842,-3969,-1729,3885,347,-1531,2
106,-38,-3638,-1798,3864,439,-1442,2
107,63,-4168,-532,3984,487,-1275,2
108,121,-4215,-306,3917,383,-1437,2
109,382,-3811,-1858,3624,391,-1641,2
110,45,-3713,-1521,3742,289,-1253,2
111,92,-4039,-481,3944,422,-1292,2
112,552,-4196,-550,3957,645,-1080,2
113,296,-3570,-1762,3781,345,-1543,2
114,589,-4296,-1058,4030,499,-1326,2
115,-264,-3747,-1460,3910,465,-1384,2
116,399,-4340,-920,4046,690,-1337,2
117,104,-3957,-657,3958,491,-1038,2
118,317,-4322,-72,3805,435,-1392,2
119,620,-3666,-1928,3774,406,-1471,2
120,136,-4184,-1092,4043,326,-1251,2
121,267,-4423,-50,4032,379,-1263,2
122,541,-3971,-1156,3947,583,-1282,2
123,-198,-3510,-1640,3673,459,-1427,2
124,698,-3906,-1299,3863,345,-1319,2
125,652,-4168,-726,3980,485,-1432,2
126,125,-4114,-1080,4023,407,-1272,2
127,-516,-3861,-1141,3876,243,-1359,2
128,157,-3928,-1045,3774,513,-1384,2
129,159,-3826,-1490,3872,355,-1292,2
130,-55,-3976,-947,3914,305,-1179,2
131,687,-4116,-706,3856,632,-1362,2
132,365,-3843,-1394,3845,427,-1432,2
133,127,-3847,-1412,3821,419,-1389,2
134,424,-4051,-962,3940,539,-1532,2
135,553,-3910,-1617,4004,621,-1305,2
136,462,-4035,-1027,3857,521,-1426,2
137,700,-4292,-424,3980,395,-1218,2
138,776,-4017,-917,3808,429,-1404,2
139,-165,-3621,-1896,3896,451,-1363,2
140,-450,-3921,-977,3811,289,-1339,2
141,281,-4212,-724,3981,501,-1454,2
142,335,-3816,-1240,3922,549,-1247,2
143,204,-4021,-1236,3838,444,-1592,2
144,-183,-3843,-1428,3925,409,-1533,2
145,873,-4003,-1703,3896,578,-1500,2
146,207,-4049,-676,3946,362,-1154,2
147,250,-4166,-357,3870,488,-1394,2
148,233,-3832,-1286,3763,551,-1478,2
149,1051,-3938,-1732,3885,340,-1284,2
150,137,-3972,-422,3848,229,-1328,2
151,232,-4070,-808,4014,605,-1277,2
152,-276,-3718,-1345,3746,427,-1408,2
153,-372,-3813,-1442,3804,419,-1540,2
154,383,-3846,-1350,3776,315,-1573,2
155,574,-4194,-899,4048,556,-1234,2
156,221,-4264,-376,4077,422,-1002,2
157,489,-4161,-438,3890,523,-1319,2
158,861,-3634,-2561,3883,517,-1371,2
159,363,-4322,-296,3903,436,-1314,2
160,-150,-4082,-198,3989,455,-1139,2
161,73,-3953,-900,3852,571,-1404,2
162,-196,-3762,-1972,3811,280,-1507,2
163,552,-4006,-1105,3919,442,-1380,2
164,507,-3976,-1218,3996,537,-1299,2
165,153,-4002,-531,4041,473,-1170,2
166,217,-3988,-520,3853,462,-1182,2
167,105,-3795,-917,3734,331,-1446,2
168,111,-3762,-2375,3860,327,-1514,2
169,715,-4226,-869,3992,520,-1152,2
170,221,-4166,-376,3858,435,-1432,2
171,45,-3553,-1896,3753,424,-1524,2
172,573,-3527,-1736,3782,471,-1441,2
173,25,-4088,-692,3888,329,-1529,2
174,667,-4181,-1249,4097,630,-1246,2
175,-116,-3907,-1124,3894,285,-1220,2
176,410,-3969,-1237,3877,424,-1351,2
177,-100,-3908,-625,3863,471,-1275,2
178,141,-3780,-1570,3954,518,-1006,2
179,847,-4289,-322,3947,455,-1336,2
180,-84,-3926,-1508,3981,281,-1449,2
181,633,-4050,-1377,3788,389,-1460,2
182,990,-4212,-1158,3950,606,-1344,2
183,89,-4065,-770,4009,383,-1268,2
184,346,-3879,-1473,3841,467,-1410,2
185,495,-4146,-1144,3949,577,-1349,2
186,155,-4390,125,4057,265,-1192,2
187,316,-4019,-406,3763,508,-1373,2
188,281,-3506,-2632,3763,416,-1382,2
189,205,-3942,-1110,3951,231,-1430,2
190,744,-4211,-545,4023,546,-1266,2
191,461,-4006,-1158,3817,449,-1363,2
192,105,-3793,-1590,3839,376,-1478,2
193,459,-4085,-936,3836,564,-1528,2
194,202,-3927,-1496,3884,387,-1416,2
195,41,-3957,-1302,4049,434,-1186,2
196,191,-4081,-403,3879,578,-1472,2
197,63,-3720,-1555,3783,546,-1549,2
198,1483,-3960,-1812,3934,336,-1420,2
199,907,-4261,-209,4118,483,-1233,2
200,-2,-4178,-790,4103,633,-1248,2
201,-3,-3652,-1393,3721,498,-1509,2
202,506,-3617,-2019,3630,376,-1568,2
203,1241,-4371,-870,3896,567,-1466,2
204,349,-4183,-804,4022,344,-1237,2
205,31,-4152,-883,4088,442,-1119,2
206,413,-3831,-902,3677,563,-1648,2
207,-72,-3602,-2088,3757,443,-1461,2
208,-40,-3640,-1603,3800,266,-1363,2
209,971,-4436,-56,3971,466,-1315,2
210,314,-4023,-1544,4004,495,-1329,2
211,504,-3862,-1345,3833,574,-1497,2
212,185,-3736,-1365,3740,387,-1533,2
213,427,-4024,-1125,3908,488,-1375,2
214,568,-4067,-1267,3976,544,-1272,2
215,-118,-4274,-163,3923,313,-1317,2
216,9,-3831,-534,3845,496,-1569,2
217,506,-3637,-2136,3812,496,-1469,2
218,264,-4210,-673,3870,430,-1402,2
219,-195,-8517,-1875,3994,399,-1246,2
220,-194,-3895,-1608,3952,589,-1194,2
221,334,-3975,-594,3744,405,-1432,2
222,573,-3893,-2083,3814,542,-1432,2
223,600,-3829,-1655,3924,622,-1376,2
224,122,-4081,-580,4105,363,-1019,2
225,-152,-4264,-226,4002,268,-1179,2
226,-184,-3796,-1284,3805,557,-1406,2
227,541,-3731,-1734,3814,450,-1328,2
228,568,-4005,-753,3817,185,-1535,2
229,283,-4102,-835,4044,453,-1416,2
230,313,-4134,-646,3960,501,-1322,2
231,395,-4018,-709,3849,571,-1256,2
232,-213,-3528,-1799,3799,398,-1559,2
233,-23,-3766,-1555,3871,536,-1333,2
234,442,-4194,-498,4153,496,-1183,2
235,-145,-4102,-117,3945,189,-1262,2
236,1086,-3893,-1863,3759,641,-1494,2
237,-182,-3299,-2599,3784,523,-1301,2
238,-161,-4168,90,3886,311,-1371,2
239,590,-4051,-1319,3893,504,-1301,2
240,-52,-3784,-1333,3975,427,-1438,2
241,172,-4055,-1107,3832,273,-1584,2
242,856,-4083,-1430,3862,423,-1462,2
243,314,-3571,-2005,3850,606,-1369,2
244,-151,-4083,-296,3878,394,-1131,2
245,122,-4085,-584,3886,488,-1414,2
246,332,-3766,-1941,3881,576,-1470,2
247,-8,-3889,-1540,4011,344,-1395,2
248,331,-4164,27,3919,431,-1310,2
249,-86,-3784,-1251,3861,533,-1294,2
250,154,-3556,-1588,3782,491,-1330,2
251,-40,-4148,-593,3920,417,-1458,2
252,94,-3861,-1173,3975,486,-1478,2
253,77,-3586,-1749,3881,201,-1410,2
254,552,-4290,-423,3987,430,-1396,2
255,-178,-4100,-232,3770,589,-1473,2
256,-263,-3670,-1954,3876,464,-1312,2
257,-468,-3864,-456,3763,227,-1355,2
258,891,-4387,-312,3889,506,-1541,2
259,219,-3842,-2019,3984,503,-1391,2
260,-70,-3943,-626,3897,473,-1373,2
261,491,-4117,-760,3955,572,-1345,2
262,-103,-3553,-1505,3809,510,-1441,2
263,299,-3970,-1235,3898,547,-1387,2
264,-38,-4257,-246,3992,287,-1141,2
265,-84,-3970,-628,3861,707,-1248,2
266,-360,-3365,-2324,3744,528,-1500,2
267,536,-3906,-1314,3768,424,-1454,2
268,75,-4150,-344,3929,341,-1392,2
269,410,-3682,-1779,3864,542,-1214,2
270,79,-3960,-1443,3747,275,-1626,2
271,239,-3911,-1446,3966,402,-1388,2
272,-167,-3857,-899,3822,453,-1372,2
273,331,-4152,-1122,3887,433,-1098,2
274,-354,-4133,-40,3989,308,-1128,2
275,25,-3537,-2018,3889,483,-1315,2
276,235,-3811,-2209,3910,473,-1250,2
277,828,-4338,-280,3949,337,-1410,2
278,281,-4087,-1074,4072,478,-1366,2
279,234,-3924,-1219,3813,502,-1526,2
280,392,-3938,-1368,3737,503,-1411,2
281,248,-4054,-1362,3894,417,-1477,2
282,456,-3990,-1410,3984,518,-1267,2
283,41,-4100,-408,3967,414,-1232,2
284,317,-4035,-855,3832,388,-1455,2
285,220,-3810,-1126,3784,545,-1394,2
286,-294,-3716,-1506,3910,442,-1127,2
287,441,-4066,-305,3819,266,-1419,2
288,540,-4069,-1190,3928,331,-1515,2
289,377,-3895,-1411,3821,422,-1424,2
290,-34,-4002,-978,3911,375,-1476,2
291,571,-3826,-1250,3904,661,-1198,2
292,446,-4088,-951,3906,636,-1226,2
293,-465,-3972,-469,3855,253,-1201,2
294,-584,-3879,-1123,3834,257,-1412,2
295,589,-4021,-1586,4048,578,-1416,2
296,573,-4065,-738,3909,444,-1288,2
297,235,-4184,-212,3919,417,-1280,2
298,395,-3569,-2084,3819,506,-1191,2
299,107,-4195,-550,3979,459,-1370,2
300,-101,-4053,-775,3894,335,-1531,2
301,493,-3896,-1656,3800,571,-1581,2
302,461,-4165,-968,3903,537,-1346,2
303,93,-4164,-278,4014,417,-1067,2
304,-194,-3842,-902,3907,302,-1345,2
305,345,-3714,-1942,3773,432,-1321,2
306,541,-3908,-1185,3854,459,-1333,2
307,-213,-4004,-739,3832,422,-1515,2
308,267,-4006,-1441,3882,434,-1452,2
309,123,-3890,-1254,3867,360,-1320,2
310,329,-4056,-964,3855,469,-1476,2
311,600,-3793,-1590,3845,535,-1394,2
312,-53,-3815,-1475,3856,345,-1367,2
313,62,-4354,12,3970,315,-1333,2
314,568,-3826,-1701,3886,380,-1357,2
315,479,-3699,-2243,3839,582,-1363,2
316,14,-3986,-418,3832,478,-1474,2
317,271,-3986,-1013,3971,599,-1275,2
318,-168,-3619,-1861,3959,305,-1349,2
319,-214,-3959,-1187,3989,344,-1460,2
320,939,-4276,-1030,3986,754,-1441,2
321,345,-3765,-1095,3787,666,-1359,2
322,-356,-3795,-787,3819,265,-1262,2
323,126,-4134,-772,3905,260,-1338,2
324,299,-4056,-1414,3962,393,-1502,2
325,379,-3922,-1474,3946,466,-1259,2
326,414,-4114,-309,3833,582,-1334,2
327,169,-3879,-694,3784,435,-1341,2
328,-22,-3714,-1765,3878,316,-1518,2
329,77,-4084,-903,3918,323,-1511,2
330,477,-4145,-1159,3958,453,-1368,2
331,254,-3894,-1016,3834,382,-1394,2
332,494,-3957,-966,3834,545,-1299,2
333,-72,-3944,-819,3875,346,-1372,2
334,169,-3943,-1412,3969,322,-1351,2
335,427,-4152,-791,4042,439,-1313,2
336,344,-3971,-1015,3848,626,-1356,2
337,73,-3861,-1266,3819,421,-1429,2
338,172,-3847,-1254,3816,456,-1368,2
339,13,-3990,-882,3906,262,-1306,2
340,491,-4152,-1014,4000,381,-1264,2
341,328,-3894,-1063,3871,548,-1314,2
342,316,-3893,-1143,3864,503,-1243,2
343,-120,-3910,-914,3890,375,-1379,2
344,380,-4081,-1064,3973,435,-1274,2
345,361,-4113,-1027,3994,432,-1308,2
346,506,-4067,-1074,3932,538,-1385,2
347,168,-3783,-1476,3800,479,-1476,2
348,-53,-3747,-1156,3875,392,-1340,2
349,185,-4066,-856,3924,435,-1372,2
350,233,-4104,-968,3962,494,-1363,2
351,250,-3921,-1331,3841,371,-1420,2
352,-37,-3844,-1203,3811,273,-1456,2
353,-232,-3974,-1095,3870,389,-1348,2
354,43,-4052,-724,4008,573,-1222,2
355,587,-4037,-1623,3950,743,-1651,2
356,219,-3733,-1314,3825,435,-1460,2
357,893,-4134,-1681,3912,513,-1333,2
358,15,-4162,-199,3850,364,-1426,2
359,397,-3873,-1653,4005,484,-1226,2
360,-98,-3971,-710,3905,445,-1446,2
361,392,-3969,-1253,3885,496,-1279,2
362,-82,-3987,-690,3893,315,-1370,2
363,399,-3825,-1362,3945,392,-1327,2
364,398,-4053,-1186,3942,405,-1393,2
365,126,-3921,-981,3869,486,-1392,2
366,473,-3924,-1058,3805,576,-1374,2
367,232,-4007,-1206,3890,419,-1440,2
368,191,-4019,-1304,3941,435,-1438,2
369,249,-3909,-1297,3879,399,-1468,2
370,105,-3896,-949,3878,352,-1315,2
371,363,-4035,-754,3878,545,-1274,2
372,221,-3907,-1141,3885,448,-1363,2
373,317,-3905,-1330,3851,447,-1467,2
374,319,-4037,-1062,3942,492,-1361,2
375,189,-4035,-838,3940,471,-1378,2
376,141,-3859,-1123,3844,497,-1386,2
377,507,-3953,-1364,3862,429,-1368,2
378,239,-4034,-1094,3952,424,-1410,2
379,-66,-4049,-774,3959,409,-1326,2
380,430,-3991,-945,3902,521,-1250,2
381,397,-3974,-1222,3838,535,-1386,2
382,301,-4051,-1062,3875,422,-1446,2
383,249,-3906,-1173,3939,431,-1333,2
384,251,-4021,-931,3888,431,-1400,2
